location,job_description_url,job_title,company_name,company_link,company_location,company_logo,job_ description,time
France,not-found,Consultant BI F/H - Lille,Capgemini,https://fr.linkedin.com/company/capgemini?trk=public_jobs_topcard-org-name,Lille,https://media.licdn.com/dms/image/D4D0BAQH-ZV832H4sdA/company-logo_100_100/0/1705572256355/capgemini_logo?e=2147483647&v=beta&t=acG5Ngb4jk0NyPwqlFtCsJjxTiGOkFGndl4cLWf5QY0,"Au sein de notre pôle d'excellence  Insights & Data , spécialisé dans le traitement et la valorisation de la donnée, nous te proposons de participer à la construction et à la transformation de la stratégie de gestion de l'information de nos clients et d'évoluer au sein d'un marché passionnant et innovant. Rejoins 1 300 experts dans nos 5 villes (Paris, Lille, Toulouse, Nantes et Rennes). Intégré(e) à L'une De Nos Équipes Projets, Tu Participeras à La Mise En Oeuvre De Solutions BI Pour L'un De Nos Clients Et Tu Seras Amené(e) à Gérer l'alimentation des entrepôts de données (datawarehouse), ainsi que les reportings  Effectuer en amont le recueil du besoin chez le client  Rédiger les spécifications des besoins fonctionnels et techniques  Participer aux phases d’extraction, d’intégration, d’analyse et de valorisation de grands volumes de données hétérogènes et/ou déstructurées. Pour Mener à Bien Ces Missions Tu possèdes des connaissances sur les flux de données et ETL (Talend, ODI, Informatica...) Tu disposes de bases solides en SQL Tu as déjà travaillé quelques années en équipe Tu maîtrises l’anglais. CAPGEMINI, Entreprise handi accueillante, conformément à la norme ANFOR NF X50-783, est également signataire de la charte de la diversité en entreprise.
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 5 mois
France,not-found,QA Engineer Data H/F,STORM GROUP,https://fr.linkedin.com/company/storm-group-itservices?trk=public_jobs_topcard-org-name,Ville de Paris,https://media.licdn.com/dms/image/C4E0BAQH0nmQEMUM8pA/company-logo_100_100/0/1662390550219/storm_group_itservices_logo?e=2147483647&v=beta&t=f5CyShEfLvAw7zmHXZJtY3FHMslF8qGWOdeqCF630OA,"Storm Group  accompagne ses clients de tout secteur d’activité dans la réalisation de leurs projets IT. Forts d’une riche expérience avec de grands groupes du domaine bancaire et de l’assurance, nous utilisons nos connaissances pour répondre à vos besoins d’évolutions technologiques. Storm Group adresse aujourd’hui 7 offres de services pour vous assister lors de vos transformations en alliant les meilleurs talents à vos projets. Contexte : Nous recherchons un(e) QA Engineer Data pour renforcer nos équipes.  Missions : Vous serez amené(e) à réaliser les tâches suivantes : Collaboration en amont avec le Produit et développeurs sur la définition des besoins, des spécifications, analyse des impacts et des risques Elaboration de la stratégie de tests Conception et rédaction des cas de tests Exécution des tests et formalisation des résultats Qualification et gestion des anomalies Analyse et investigation des problèmes rencontrés sur les environnements Participation à l’automatisation des tests   Profil :  Vous êtes diplômé(e) d’une formation supérieure type diplôme d’Ingénieur ou BAC+5 idéalement avec une spécialisation en informatique et vous justifiez d’une expérience sur un poste similaire et disposez : Des connaissances confirmées en SQL Des connaissances en Python De l’expérience dans les tests api et webservice Des pratiques Agiles (Scrum, Kanban) D’un bon esprit d’analyse et faites preuve de rigueur D’une aisance relationnelle D’un niveau professionnel en anglais D’une expérience dans les tests ETL (facultatif) D’une expérience dans un environnement cloud (Azure, AWS, GCP) (facultatif)   Vous êtes passionné, curieux, et aimez le travail en équipe et le partage de vos connaissances ? Vous êtes adaptable, et force de proposition ? Vous aimez les challenges, l’esprit entrepreneurial, et le dynamisme des start’up ? N'hésitez pas à rejoindre la Storm Team ! 
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 2 semaines
France,not-found,Stage: Data Engineer F/H,CGI,https://ca.linkedin.com/company/cgi?trk=public_jobs_topcard-org-name,Toulouse et périphérie,https://media.licdn.com/dms/image/C4E0BAQErzXWSFkn9tQ/company-logo_100_100/0/1663664110809/cgi_logo?e=2147483647&v=beta&t=CxrEfXhrcR0FMnonG8X1x8_wtyG2uESEiKw1bEDezSI,"Vous rejoignez CGI, leader mondial du conseil et des services numériques à Toulouse et accompagnez nos clients. Rejoignez notre centre d’excellence en innovation à Toulouse et rendez unique l’expérience digitale de nos clients en travaillant sur des sujets tels que le marketing digital, User eXperience, CRM, RPA, data, développement web et mobile, API management ou encore cybersécurité ? Fonctions et responsabilités Objectif du stage : Ce stage te permettra de participer à un projet de développement sur des problématiques Data autour des principales technologies du marché. Missions : Tu seras intégré dans une équipe projet et pourras t'appuyer sur les compétences des analystes et développeurs de l’équipe. Tu bénéficieras d’un apprentissage méthodologique et fonctionnel aux outils. Tu participeras aux étapes suivantes du projet :  Conception détaillée,  Réalisation, développements,  Tests unitaires et intégration,  Mise à jour de la documentation technique,  Application des normes qualité. En parallèle de la mission projet, tu participeras également à l’étude, la conception et le développement d’une solution industrielle ou innovante visant à développer nos offres de services autour des principales solutions Data du marché (Data Intégration, Data management, Data Visualisation, Cloud, Big Data, Analytics). Environnement technique  Base de données Relationnelle et/ou NoSQL  Data Intégration : ETL/ELT (Datastage, Informatica, Stambia, Talend)  Cloud Data : Azure, GCP, AWS  Big Data : Hadoop, Spark, Databricks  Data Visualisation : MicroStrategy, Qlik, Tableau, Power BI  Analytics : SAS, Python, Splunk Rejoindre CGI dans le cadre de ton stage de fin d’études ou de ton alternance, c’est intervenir sur des projets d’envergure et variés en lien avec ta formation tout en bénéficiant d’un accompagnement de proximité pour construire ta carrière. C’est aussi s’investir auprès d’une entreprise responsable qui propose de nombreux avantages (prise en charge jusqu’à 100% des transports en commun) et partager des moments de convivialité pour ensuite nous rejoindre en CDI ! Qualités requises pour réussir dans ce rôle  Formation : École d’ingénieur ou formation universitaire  Capacité orale et rédactionnelle  Autonomie, écoute, esprit critique et constructif, curiosité, dynamisme, capacité à s’intégrer dans une équipe  Connaissances autour de la Data en général  Connaissances générales des environnements techniques ci-dessus ou spécialisation sur l’une des technologies présentées. CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin. Allier savoir et faire Alors que la technologie s’inscrit au cœur de la transformation numérique de nos clients, nous savons que les individus sont au cœur du succès en affaires. Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu’ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C’est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd’hui – l’une des plus importantes entreprises indépendantes de conseil en technologie de l’information (TI) et en management au monde. Chez CGI, nous reconnaissons la richesse que la diversité nous apporte. Nous aspirons à créer une culture à laquelle nous appartenons tous et collaborons avec nos clients pour créer des communautés plus inclusives. En tant qu’employeur qui prône l’égalité des chances pour tous, nous voulons donner à tous nos membres les moyens de réussir et de s’épanouir. Si vous avez besoin d’un accompagnement spécifique durant le processus de recrutement et d’intégration, veuillez nous en informer. Nous serons heureux de vous aider. Prêt à faire partie d’une entreprise qui est gage d’excellence? Rejoignez CGI – où vos idées et vos actions changent la donne.
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 2 semaines
France,not-found,Consultant Expérimenté Enterprise Data & Analytics F/H,Capgemini Invent,https://fr.linkedin.com/company/capgemini-invent?trk=public_jobs_topcard-org-name,Paris,https://media.licdn.com/dms/image/D4D0BAQFVUYBtaPbwFQ/company-logo_100_100/0/1688535773915/capgemini_invent_logo?e=2147483647&v=beta&t=GvkojeslT1ifiVN_YqqifRItTzKDANcCLl3xLpiRcYA,"Rejoignez l’aventure Capgemini Invent Vous êtes convaincu(e) que ce sont les collaborateurs qui permettent aux organisations de s’adapter et de se transformer ? Vous recherchez une aventure collective à taille humaine au sein d’un cabinet de conseil de réputation internationale ? Qui sommes-nous ? Capgemini Invent est la marque d’innovation digitale, de design et de transformation du groupe Capgemini, qui permet aux dirigeants de façonner l’avenir de leurs entreprises. Etablie dans près de 40 studios et plus de 60 bureaux dans le monde, elle comprend une équipe de plus de 10 000 collaborateurs, composée d’experts en stratégie, de data scientists, de concepteurs de produits et d’expériences, d’experts en marques et en technologie qui développent de nouveaux services digitaux, produits, expériences et modèles d’affaire pour une croissance durable. L’humain, la technologie et la data sont au coeur de la transformation de l’entreprise dans son ensemble, dans une logique d’offre de bout en bout que portera Enterprise Transformation. Nous inventons l'avenir des organisations digitales en combinant les bonnes compétences dans une organisation agile, innovante et data driven, améliorée par la technologie. Nous transformons le coeur de l’entreprise, pour améliorer toutes ses opérations, en nous assurant de rendre l’organisation digitale et durable, nous sommes un moteur de transformation. Chez Enterprise Transformation, la sustainability est non seulement une ambition, mais aussi un moyen de créer des synergies entre les fonctions, l’organisation, les process et la technologie. Quelques exemples de missions Nous avons constitué une équipe performante d'experts dans divers domaines tels que la stratégie des données, les cas d'usage analytics & IA, l'automatisation intelligente, la veille économique et la gouvernance des données, et nous tirons parti de ces capacités pour résoudre des problèmes complexes dans divers secteurs. Notre métier est de permettre aux entreprises d’exploiter leurs data, afin d’optimiser leur performance, tout en anticipant les risques. Cela implique de définir une véritable stratégie Data au niveau de l’entreprise, d’orchestrer les fondations de la Data (organisation, gouvernance, …), de construire des cas d’usage IA, de concevoir et déployer des «  data factories  », et de diffuser une réelle culture data, qui permettront de favoriser l’innovation. Vous rejoindrez l’équipe Enterprise Data Analytics où nous collaborons avec nos clients pour améliorer leur utilisation des données et leur permettre de devenir de véritables entreprises axées sur les données, telles que : · Accompagnement des Chief Data Officers dans la définition de leur stratégie ·  Projet de design et cadrage, et déploiement de la stratégie des données ·  Etablissement des organisations Data Office ·  Utilisation de la donnée pour piloter et actionner les leviers de performance environnementale et sociétale (ESG) ·  Etat des lieux, cadrage et implémentation de Data Gouvernance, refonte des processus de Data Management · Définition et pilotage de cas d’usage utilisant les nouvelles technologies (IA, NLP, ML, …) ·  Définition de la stratégie technologique liée aux plateformes de données Votre rôle  Rattaché(e) à l’entité Entreprise Data & Analytics dédiée à l’accompagnement des métiers et fonctions de l’entreprise sur des thématiques « Data » : vous intervenez sur des missions de  Stratégie et Transformation  pour l’ensemble de nos industries prioritaires. Encadré(e) et soutenu(e) au sein d’une équipe dédiée à ces problématiques, vous aurez la responsabilité de conduire des projets pour nos clients sur ces sujets : -  Vous dirigerez l'élaboration et la réalisation des missions des clients dans des domaines tels que la stratégie des données, la gouvernance des données, la qualité des données d'entreprise, les modèles opérationnels cibles, l'éthique de l'IA, la culture des données, l'automatisation intelligente et la conception d'entreprise axée sur les données. -  Vous développerez des relations avec les clients, en vous associant à eux pour identifier et résoudre certaines de leurs problématiques liées à la fourniture de capacités d'analyse. -  Vous jouerez un rôle clé dans le développement de la pratique de conseil en matière d'analyse et d'IA en développant de nouvelles offres et capacités de pointe sur le marché, en partageant le leadership éclairé et en contribuant aux efforts de développement commercial. -  Vous contribuerez au développement de nos collaborateurs, en soutenant la croissance de l'équipe par le partage de connaissances, d'idées et de formations sur nos offres et nos méthodes. Notre candidat-e idéal-e Vous êtes diplômé(e) d'une école d'ingénieur, d'une école de commerce ou d'une formation universitaire de premier rang. Vous avez une expérience acquise en conseil, à des postes opérationnels dans des grands groupes ou au sein de start-up et entreprises de technologies orientées data. Vous disposez de compétences analytiques et de synthèse, d’excellentes capacités d'organisation et de coordination et d’une bonne capacité de communication écrite et orale. Vous êtes enthousiaste avec un esprit entrepreneur, vous avez un niveau d'anglais courant et vous êtes mobile ; vous êtes prêt(e) à mettre en œuvre votre capacité à travailler en mode projet et en équipe au service de nos clients. Doté(e) d’une forte curiosité intellectuelle, d’une grande capacité d’adaptation, et d'un bon relationnel, vous êtes ouvert sur l’écosystème des startup et curieux des approches innovantes. Rejoindre l’entité  Enterprise Data & Analytics , c’est choisir une équipe qui place l’innovation et les nouvelles technologies au cœur de la transformation digitale. #Dynamisme #Enthousiasme #Bienveillance #Humilité #Ecoute #Fun   Les plus du poste Intégrer Capgemini Invent, c’est aussi la promesse d’évoluer dans un environnement stimulant et bienveillant, attestée par notre certification  Top Employeur !  Notre promesse employeur, à travers le programme  Start Playing , concrétise notre ADN et nos marqueurs forts. Notre esprit entrepreneurial où toutes les initiatives de co-construction sont les bienvenues. Une culture de l’excellence dans un environnement de travail convivial et stimulant. Pour votre développement professionnel : un apprentissage continu via la diversité des projets, la collaboration avec des équipes pluridisciplinaires et l’accès à des formations adaptées. Get The Future You Want * Capgemini promeut une culture inclusive   dans un cadre multiculturel et créateur de valeur, quel que soit votre parcours, genre, origine culturelle, sociale, … notamment au travers de ses réseaux OUTFront et Women@Capgemini. Entreprise handiaccueillante, le Groupe développe une politique active d’emploi et d’insertion des personnes en situation d’handicap. Capgemini s’engage pour un numérique responsable   en intégrant l’éco-conception et l’accessibilité dans ses projets, et réduira de 90% ses émissions d’ici 2040. Partenaire de différentes associations, Capgemini accompagne les exclus du numérique   vers l’autonomie.  https://www.capgemini.com/fr-fr/notre-groupe/responsabilite-sociale-et-environnementale/ 
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 2 mois
France,not-found,Data Analysis / gestion de projet (+12 ans),Free-Work (ex Freelance-info Carriere-info),https://fr.linkedin.com/company/free-work-com?trk=public_jobs_topcard-org-name,Paris et périphérie,https://media.licdn.com/dms/image/C4E0BAQF5W6yWMv4fbA/company-logo_100_100/0/1658140275330/freelance_info_logo?e=2147483647&v=beta&t=2lDvg19HB3JpgfAamzSK-XV1tjz0zW31C9NlmWmMnRw,"💼 Poste : Data Analysis / gestion de projet (+12 ans) 🏭 Secteurs stratégiques : Banque d’investissement 📍Localisation : Paris 🗓 Démarrage : ASAP 💡 Contexte /Objectifs : La Prestation consiste à contribuer à/au(x) :  prendre en charge et à développer l’accompagnement en product analytics.  L’ensemble de ces tâches nécessite une documentation strict et précise au sein de notre centre de documentation. La prestation nécessite également un sens développé de la gestion de projets IT et marketing. Expertises opérationnelles :  Gestion projets IT et marketing  Outils : Commanders Act (TMS), Piano Analytics (Web Analytics), Kameleoon (Expérimentation) ; notions sur des outils du type CDP, CMP, Power BI, etc.  Experises informatiques : langages : HTML, CSS, JS orientés Tracking & Expérimentation et datavisualisation Les livrables attendus sont :  Data collecte : prise en compte des besoins, création des plans de marquages, aide à l’implémentation du tracking, recette et validation du tracking, QC, etc.  Data décision : prise en compte des besoins en analyses et création de decks d’analyse et recommandations associées  Data visualisation : création de tableaux de bord / reporting en lien avec les besoins de(s) squad(s)  Expérimentation : création et suivi de la backlog de tests et de personnalisation, animation de comité, implémentation des UC dans l’outil, recettage et suivi des performances  Accompagnement : animation de formation aux outils et à la démarche CRO  PV de recette à l’entité IT & métier avant chaque release  Production de documentation technique  Production des cahiers de specs techniques  Production compte-rendus après chaque atelier Les expertises attendues pour réaliser cette prestation sont listées ci-après :  HTML 5  Javascript/TypeScript  Microsoft PowerBI La prestation attendue est : Data Analysis La prestation aura lieu en zone Ile de France. Aucun déplacement professionnel n’est prévu pendant le projet. Dans le cadre de cette prestation, le pourcentage d’exécution prévu hors site est de 60 .
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 1 mois
France,not-found,Développeur Data Analyst H/F - Groupe Airbus,Page Personnel,https://uk.linkedin.com/company/pagepersonnel?trk=public_jobs_topcard-org-name,Toulouse,https://media.licdn.com/dms/image/D4E0BAQFi9vvPwqd_lQ/company-logo_100_100/0/1688136202004/pagepersonnel_logo?e=2147483647&v=beta&t=NPtlAozozL51sHYqGDtZH8T3sieTOwcuHzT4COjx70Y,"Intégrez un Groupe international intervenant dans l'aéronautique/Groupe Airbus|Mission intérim About Our Client Airbus est le pionnier d'une industrie aéronautique et spatiale durable, pour un monde sûr et uni. La société innove constamment pour fournir des solutions efficaces et technologiquement avancées dans l'aérospatial, la défense et les services connectés. Dans le domaine de l'aviation commerciale, Airbus propose des avions de ligne modernes et économes en carburant ainsi que des services associés. Airbus est également un leader européen dans le domaine de la défense et de la sécurité, ainsi qu'un acteur mondial de premier plan dans le spatial. Dans le domaine des hélicoptères civils et militaires, Airbus fournit les solutions et les services les plus performants au monde. Job Description Vos missions seront : Prendre les informations auprès des opérationnels, Développer les outils digitaux pour la FAL A350. The Successful Applicant Le profil recherché a des compétences et une formation en informatique. Logiciels/langages informatiques : JAVA, Python, SQL. Vous avez des capacités de communication et une aptitude à travailler en autonomie. Vous n'avez pas peur de découvrir un nouvel environnement et de travailler en autonomie. What's On Offer Postuler avec un CV français et anglais. Contact: Recrutement Groupe AirbusAirbus-Logo-150.jpgAlienor Martin Quote job ref: JN-112023-6243370 
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 2 mois
France,not-found,Stage Consultant Business Intelligence / Informatique Décisionnelle H/F,ACENSI,https://fr.linkedin.com/company/acensi?trk=public_jobs_topcard-org-name,Montpouillan,https://media.licdn.com/dms/image/C510BAQEvWouB7kp22w/company-logo_100_100/0/1631383612060?e=2147483647&v=beta&t=7ScdBnc2Hzt3RaKHO09RKMoWRbaFO3VG1A8S-RxvdBA,"Description De L'offre LE POSTE Rattaché au responsable du pôle BI d’ACENSI, vous interviendrez dans le cadre des projets groupe à la maintenance et à l’évolution du SIBI. Dans le cadre du stage, vous aurez pour mission :  De maintenir les jobs d’alimentations et rapports existants en condition opérationnelle   De définir avec le métier, les évolutions/modifications à embarquer   De réaliser les spécifications & développements liées aux nouveaux sujets   D’être force de proposition sur les différents sujets   Une migration power BI onPremise vers PowerBI 365 est envisagée (une étude sera à réaliser)  Technologies  Batch : Bash   ETL : SSIS/Talend (TOS)   Restitution : SSRS   Optionnelle : RunDeck / PowerBi  Selon les problématiques clients, le stage pourra être orienté plus sur la partie alimentation transformation via Talend ou restitution via Power BI. TON PROFIL Etudiant(e) en dernière année d’école d’Ingénieur / de Management ou de Master Universitaire en Système d’Information, passionné(e) par le Big Data et/ou la Business Intelligence, vous souhaitez mettre vos connaissances et vos compétences au profit d’une entreprise dynamique. Vous êtes autonome et organisé. Vous êtes doté d'un excellent relationnel et d'une forte capacité d'intégration aux équipes projet. Vous avez le sens de l’écoute. Un bon niveau d'anglais est souhaitable. Les perspectives d’embauche en CDI et d’évolutions sont réelles pour les candidats ambitieux !
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 1 mois
France,not-found,Data analyst supply chain H/F chez SAFRAN TRANSMISSION SYSTEMS,Kicklox - Plateforme de matching entre talents tech & porteurs de projets,https://fr.linkedin.com/company/kicklox?trk=public_jobs_topcard-org-name,Colombes,https://media.licdn.com/dms/image/C4D0BAQH1M6OIj1J2-g/company-logo_100_100/0/1630510810667/makake_logo?e=2147483647&v=beta&t=ttkDc5ytbhS7lnk7fKSfSi_ksJu4tQtIziCkomr3v3E,"L'offre Secteurs Aéronautique Missions à réaliser Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 83 000 collaborateurs pour un chiffre d'affaires de 19,0 milliards d'euros en 2022, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. Safran s'engage dans des programmes de recherche et développement qui préservent les priorités environnementales de sa feuille de route d'innovation technologique. Safran est dans le top 30 des meilleurs employeurs mondiaux 2022 selon le magazine Forbes. Safran Transmission Systems est le leader mondial des systèmes de transmission de puissance mécanique pour les marchés aéronautiques civils et militaires. Avec à ce jour plus de 40 000 produits livrés, la société détient 60 % de part de marché sur le segment des avions de plus de 100 places.Descriptif missionAu sein du département Supply Chain Safran Transmission Systems, vous êtes en charge de mettre en uvre des outils informatiques, des techniques et des méthodes statistiques pour permettre d'organiser, synthétiser et traduire efficacement des données, « les faire parler » et faciliter la prise de décision. Activités principales :  Recueil des besoins clients internes/externes, reformulation et clarification des demandes, pour conseiller sur le choix d'une solution appropriée  Identification des données nécessaires aux analyses des futurs utilisateurs, traitement et les nettoyage afin d'en extraire des informations permettant de répondre à des enjeux spécifiques et faciliter la prise de décision pour le métier  Mise en place des outils de reporting et d'aide à la décision, de la data visualisation grâce à des outils informatiques de mise en forme des données et à de l'analyse statistique Modalités Date de démarrage : dès que possible Candidats recherchés : 1 Expérience : 0+ an Type de contrat : CDI, Temps complet Rémunération : selon expérience Localisation : 92700 Colombes, France Les offres proposées sur Kicklox comprennent généralement des caractéristiques et avantages classiques : Journée de travail de 8h du lundi au vendredi (en particulier pour les CDI) Primes et gratifications trimestrielles et/ou mensuelles Tickets restaurant Mutuelle d’entreprise Le profil recherché Description Du Profil Connaissances professionnelles :  Compétences en analyse, en statistiques, en algorithmes, en visualisation de données et en outils de reporting (Power BI)  Capacité à combiner les données provenant de sources multiples nécessaires pour les analyses  Connaissance de SAP et des tables serait un plus  Management des bases de données (implémentation physique des modèles conceptuels & logiques, jointures et requêtes SQL)  Connaissance du business et de cas d'usage liés au métier de son périmètre Compétences transverses (savoir-être) :  Grande capacité de synthèse et d'organisation  Rigueur et fiabilité  Management transverse, pédagogie Langues Français
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 2 semaines
France,not-found,Stage - Core Data Analyst,Betclic Group,https://fr.linkedin.com/company/betclicgroup?trk=public_jobs_topcard-org-name,Bordeaux,https://media.licdn.com/dms/image/C4D0BAQFkMiT0DJzzHw/company-logo_100_100/0/1633072535381/betclicgroup_logo?e=2147483647&v=beta&t=cKYvmXHX7bNd42kbtLtIgv8XASOHgkTwLGk0NI8UHns,"WE ARE BETCLIC A leader in Europe in sports betting and online games, Betclic is a French company with:  11 million players vibrating to the rhythm of sports competitions  A wide range of sports betting, poker, casino games and online horse betting  More than 50 sports open to betting  300,000 sports events available to bet on each year  60,000 live sporting events broadcast each month  More than 3,000 casino games to try out  Over 2 million poker games played each month  Numerous official partnerships; for example in France : the FFF, Ligue 1 Uber Eats, the Coupe de France, Rugby Top 14 (LNR), the Betclic Elite in basket-ball (LNB), UBB, Boxers de Bordeaux… Since its inception in 2005, Betclic has been a “mobile-only” technology company driven by an unwavering passion for sport. Guided by the emotion and fun of the game, Betclic develops mobile entertainment applications that place its customers at the heart of a unique gaming experience and innovate with agility and speed to offer more games and more fun to its players. Our ambition? To provide our customers with the most entertaining gaming experience with simple, immersive and innovative applications. Headquartered in Bordeaux, Betclic is a multicultural and international company with more than 38 nationalities among its 800 employees in five European countries: France, Italy, Malta, Poland and Portugal. The profiles sought are those who have the ambition to work as a team, are ready to take up challenges, each more exciting than the next, and those who have a desire to create solutions offering a new and unique customer experience. Does the world of sport and games excite you? Do you like challenges and participating in our collective effort? Betclic invites you to join the adventure! #JoinBetclic #WeAreBetclic ENTER THE GAME You will join the Core Analytics team, part of a larger Data team which also includes Data Science, Data Product Management and Product Analytics teams. The Data Analytics team mission is to grow the business by identifying critical insights and high value opportunities. You'll integrate a fast growing team of +30 passionate individuals tackling challenges of all sorts: from scaling marketing campaign analytics to building complex customer segmentations to predicting the outcome of the next football game. The  Core Analytics team  is responsible for core strategic and transversal analytics projects at Betclic, as well as company-wide performance analytics. In this role you will be working with business executives and departmental heads, including Betclic’s top management. WHO WE ARE LOOKING FOR? You should apply if: You are in the last year of studies, and you are looking for an internship You have a good analytical mindset, are rigorous, and synthetical You have notions of SQL and are seeking improvement in your knowledge of databases exploration You are looking to strengthen your communication and presentation skills Bonus: You already discovered at least one Data visualization tool You have notions in a programming language (R, Python) WHAT CAN YOU EXPECT? Open-minded and respectful team mates with a sense of humor and passionate with the job! Access to a state of the art data stack (Snowflake, Airflow, git, Tableau,...) Vibrant analytical topics: imagine the future of online gambling A Ticket Restaurant card® funded to the tune of 50% (10 euros/day) A transport subscription supported up to 50% or an annual premium of sustainable mobility (200 euros for the journey home-work in sustainable transport) Work flexibility covered by a telecommuting agreement Unique premises with a rooftop designed to enjoy regular entertainment, breaks and lunches in the sun in front of the “ Cité du Vin”  HIRING PROCESS First introductory meeting with our Talent Acquisition teams Technical (SQL & Analytics) and personality test Business understanding interview with a team member 
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 6 jours
France,not-found,Candidature spontanée,Solog,https://fr.linkedin.com/company/solog-tech?trk=public_jobs_topcard-org-name,Challans,https://media.licdn.com/dms/image/C560BAQG6Ht3kMzHAqQ/company-logo_100_100/0/1631007081971/mobil_software_logo?e=2147483647&v=beta&t=BmZnkGYCvatFk53mT1_RHcAcIgOaLA2uFiLLn3g6Fek,"Basée dans un environnement propice au succès et au bon-vivre,  SOLOG  profite du cadre vendéen dans la ville de Challans, à 15 minutes des plus belles plages. SOLOG  commercialise un  logiciel destiné aux métiers du bâtiment , des services et de la maintenance au niveau national et dans les pays francophones. Elle apporte les  services associés tels que l’audit, l’installation, la formation et l’assistance technique . Le logiciel proposé est en version bureau ou mobile (sur environnement Windows) et reconnu pour son côté innovant, efficace et simple d’utilisation. SOLOG  accompagne ses clients dans leur transformation numérique au travers de services personnalisés et d’un produit unique pensé par et pour ses clients ! SOLOG , c’est aussi une société qui appartient à un Groupe d’Ingénierie  pluridisciplinaire de 240 personnes , Novam Ingénierie, dont le siège est également à Challans. Vous désirez rejoindre un groupe à taille humaine et en pleine croissance ? "" "" "" ""
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 4 semaines
France,not-found,Online Data Analyst,TELUS International,https://ca.linkedin.com/company/telus-international?trk=public_jobs_topcard-org-name,Rouen,https://media.licdn.com/dms/image/D560BAQEY8s22W6Uvng/company-logo_100_100/0/1688530598537/telus_international_logo?e=2147483647&v=beta&t=ZemYsExDLYuEDMW88ttEIWjkM9y7tifb9voEYn6eQmo,"We are hiring freelance  French  speaking Online Data Analysts for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local  geography . This is a  freelance  position on a  flexible schedule  - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, e.g., verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task. Requirements Full Professional Proficiency in  English & French You must be  living in France for the last 2 consecutive years Ability to follow  guidelines  and do  research  online using search engines, online maps and website information You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in France Being open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance) Applicants must be 18 years or over. Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a  long-term project  and your work will occasionally be subject to quality assurance checks. Why Join the TELUS International AI Community? Earn extra income Access to our community wellbeing initiative Remote work & Location Independence Be your own boss Flexible Hours to fit in with your lifestyle Be a part of an online community TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer  flexible work-from-home  opportunities for people with passion for languages. The jobs are  part-time , and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com If you have any questions, do not hesitate to contact us at  sourcingteam92@telusinternational.ai 
       

        

    
    
    

     
        Voir plus

         
     
  

        

    
    
    

     
        Voir moins",il y a 4 jours
